username,avg_likes,avg_comments,followers,price
Biirahe,501.3,5.9,110336,22000
Melody.plus,1610.2,70.8,111447,44000
Shadmehrplus,913.8,18.2,183327,72600
goalpersia,685.5,9.6,7638,55000
Nokat_zanashooyi,2066.6,70.4,110955,60500
Mohamadkarimi16,13981.0,1160.7,111099,242000
negah_honari,4162.8,182.2,103288,22000
Ashpazie_khone,163.2,2.5,110409,26400
Clip_rozz,158.0,2.7,4337,18700
bahram_hamidian,3585.2,64.2,108102,132000
Mohadese.goldasteh,4486.1,84.9,111804,110000
taj.news,1059.2,43.0,132937,33000
Paitakhte7,2132.9,18.1,113602,66000
rapid_official,4546.5,83.3,181869,183700
perspolis.ig,772.5,25.3,109751,33000
raha_red1967,947.4,22.3,109175,16500
Rouydad24ir,262.2,10.9,109133,165000
osule_zendege,682.2,15.7,113737,55000
dokhtarune.khas,487.2,6.1,105784,44000
rasht.official,280.2,12.8,107007,132000
tarikhdarax,2746.7,97.3,131519,38500
fatemeh_sadat.x,1220.0,54.9,106489,44000
sweet.graphy,7834.2,191.8,107543,77000
rouz_negah,346.3,2.7,107708,49500
zhest_iran,974.6,32.6,108197,55000
lux__homes__,949.8,25.7,122599,88000
lebas_bandare1393,1111.3,9.4,108201,22000
Just_baby2020,321.2,5.1,108677,16500
ir_photographer,162.1,50.4,103939,44000
arayeshvazibaei,95.2,1.9,104077,55000
mode.plus,3472.5,128.6,102638,16500
Esteghlal_tehraan,4865.1,67.6,153446,16500
Mod_ziiibayiii,52.2,0.4,106237,11000
Khalkhal_today,2111.6,77.8,106460,77000
90tv.official_plus,5919.3,90.1,107263,462000
Maysamnoorkami,3916.8,1268.6,142054,880000
maryam.bano.79,5043.0,101.6,106136,33000
Griffon.architecture,1374.5,21.3,140376,104500
iran.success,249.0,27.8,104137,110000
hi_guitarist,2366.8,50.0,119632,27500
learnenglishandhavefun,179.5,14.7,99961,72600
Shabhayebarareh_videos,3916.4,35.2,105713,77000
ashpazie_bartar,381.6,18.6,104038,22000
hayat_vahshii,2901.9,54.2,295335,71500
Vilamodern_ir,84.3,19.2,103538,550000
Manto.pooshan,391.3,26.7,101632,110000
Nicotine.ir,1587.1,12.4,127162,38500
Bankvarzesh1,1643.7,66.2,134810,99000
Tavan_sangin,2471.5,51.8,121546,66000
matn.plus,41053.1,774.7,140645,55000
dokhtarane_parsii,638.2,31.0,98637,22000
Dorna94,2267.4,49.6,102775,99000
Tehran_university_,1915.6,50.7,104602,209000
yummy____world,334.2,22.8,102835,110000
bayadonabayad,6141.3,293.9,98921,66000
mahsa_khani1,1593.4,388.5,102249,88000
Fc_perspolis_ir,569.7,8.0,100267,49500
Marziyegholamiyan,7427.0,256.1,109817,275000
3kans_top,0.9,0.1,2492,33000
Danestaan,1964.3,78.3,100762,44000
wikiserials,4438.1,27.8,116270,88000
132_sport_,1610.7,15.4,102699,33000
Sweetprincess.official,3691.7,24.8,98936,44000
zehnak.official,2912.3,184.6,94263,220000
Bavar_zehn2,1447.1,83.2,98556,33000
khabaar_online,484.6,24.5,100661,66000
Zibaee__salamatii,2523.8,231.3,166504,44000
Truck_Trailer,-1.0,9.1,102937,30800
seti_taji7777,5856.0,126.3,108496,110000
perspolisfc.news,1361.2,21.5,98895,38500
shima.sharif.academy,308.2,7.6,98460,330000
ahadis.bozorgan,4130.7,20.1,100024,187000
banooye_ashpazkhone,1188.7,11.4,98860,154000
cliprouz,2742.0,511.8,104982,44000
clip_farsiiran,670.9,16.7,98600,22000
naserbabakhanloo_story,371.6,91.5,98496,110000
sepidelifestyle,1490.5,51.1,97044,396000
tabiatkadee,769.1,11.2,127203,44000
Transfernews.ir,5053.5,137.1,107624,88000
hoseinnazari_lifestyle,506.6,52.1,93674,264000
anti.ki3,1920.1,64.9,97888,41800
Girl.esteqlali,645.9,18.7,97181,11000
Pouism,3859.0,327.9,158719,121000
maghsoud_esmaeilzadeh,9135.3,154.5,126420,330000
amozeshebargh,2047.8,120.3,153367,110000
madoox360,34.3,0.6,95980,72600
Mr_cliip,437.3,6.3,95256,44000
nature.iran.ir,1234.1,16.6,111863,44000
Masoudkermoni,14071.6,802.3,102097,880000
Footknow,745.3,15.8,94943,99000
Dokhtarane_tabiatgard,5256.8,297.7,101327,88000
Cimkhardar,7093.4,65.3,165169,88000
andishkadeh_ir,2613.9,22.2,149142,33000
Funysho,28248.7,303.1,912224,330000
album.aroos,18.9,0.1,93797,16500
Persianlegioner,4632.4,199.8,146093,55000
Luxury_servisse,247.6,3.9,111998,55000
farzandebartar,1594.9,19.2,92658,30800
Atiyeh.azad.16,974.2,131.2,91889,44000
zheste_akkassii,3547.3,61.0,91895,33000
mojtaba_perspolisi76,2670.9,37.1,93773,22000
zadmehrali,39.1,2.1,87105,33000
ghannadi.khoonegi,996.0,23.5,95207,33000
Aroose_delrobaaa,632.8,21.6,90340,55000
apps_roid,4849.7,82.6,100252,88000
Milan.mandi,21023.1,548.6,212903,1210000
Matndeep,830.6,18.9,84719,385000
Parisa_zhele_shiraz,1442.9,137.5,89621,66000
arian_perspolisi91,396.7,52.6,88248,9900
amirhosseinshariifi,935.0,346.8,251256,165000
girl.blue4,141.6,11.4,89128,11000
play.clip,254.9,1.9,87465,27500
ketab_khune,135.9,4.4,89400,33000
Footnogy,17212.1,392.9,129979,137500
khalerize.65,8092.6,280.1,87427,220000
Perspolisfans.official,1475.2,29.2,92464,55000
ardabil__today,2146.7,72.4,104781,110000
taj.asiayi,949.8,78.8,87681,11000
transfer__ir,6502.4,234.0,136129,220000
tabrizone,3283.8,128.8,112541,49500
jol_takidi,1983.2,241.8,86288,110000
fitness.love.model,59.4,2.2,85718,5500
saragolgolii,2366.0,35.5,85395,165000
Faratar_az_momken,741.9,5.2,84474,110000
bartarin___ha,283.7,8.7,97896,110000
taninoriginal,-1.0,1.1,89901,110000
Videoaroos,946.0,15.5,82902,55000
amoozesh_niniha,1578.9,32.2,83010,77000
irmodstyle,21.8,5.2,76828,33000
bandar118.ir,749.5,8.3,84823,13200
Tarfande_cake,1045.1,27.1,86485,55000
footfunews,9392.8,241.9,130545,55000
Arteshesorkhh,634.2,17.8,83912,44000
bebinbanoo,489.3,12.8,80027,33000
Khoshmaze_doni,691.9,11.2,77693,110000
azaranjoman,1672.1,120.5,86019,19800
Sweet._.clip1,1287.4,19.3,138605,99000
khat.khodkari.gholizadeh,650.7,9.7,81974,66000
King__clip,202.5,4.8,83222,24200
sokhani.ba.khoda,1723.6,17.0,82035,88000
sorkhpolis66,763.0,19.0,82109,13200
serna_amini28,4909.6,99.1,95529,44000
clipqlic,413.4,3.4,80829,33000
Farzanehghani_skincare,1027.7,118.2,94058,330000
Abie__esteghlali,4216.6,69.2,84683,11000
estherhicksfarsi,1176.9,54.1,98524,30800
didani.facts,484.4,5.6,86963,27500
koronaism,2340.6,39.0,74220,77000
esteghlali4atisheh,942.4,14.7,94310,33000
resaneh.sorkh,1135.2,25.6,80650,33000
takhtegaz.mag,633.5,19.6,84083,33000
Haydeh_mosic,4195.0,37.2,88216,44000
ghazakhonee,610.1,7.2,79958,110000
Honare__khanedari,661.5,21.9,80574,33000
boreshi.az.ketab,5020.2,34.2,85424,154000
eshge_football,6166.9,85.3,80096,18700
Fun_figor,11507.5,158.9,650323,33000
doctoreonline,1172.6,14.2,78597,55000
Clip_sho,311.3,4.5,78353,33000
Zanashooyi.nab,802.2,82.0,78777,49500
niyazhosseiin,10536.6,235.1,112006,66000
Clipisland,1332.2,1.0,77103,4400
nini_o_mamani2,434.5,10.3,76478,8800
patrolsavaran.ir,1024.3,30.6,76431,66000
tavalod_irani2,964.8,22.6,78208,55000
Fun_futball120,2119.1,45.9,75842,77000
aparat.cafe,463.2,8.6,75559,220000
tourism_persiaa,5239.0,71.3,90952,47190
Sherafit_,2362.9,55.6,91580,5500000
vayner_mix,760.6,13.2,75481,77000
gam3r.official,3541.5,161.2,76699,88000
favorites.ir,4001.2,16.7,76807,88000
farspics,7134.7,555.6,88989,33000
galleryganj,639.2,5.5,116680,110000
Azerbaijanclip,657.1,27.3,74981,110000
iran.gamers98,3879.5,94.4,95824,55000
Cars.3d,2549.6,54.0,70930,60500
goldooneman_insta,10673.3,267.4,115600,93500
girlyartt,3872.4,112.2,71041,33000
esteghlal.kabir,1419.4,31.6,102162,33000
Shicplus,1407.3,22.4,67621,60500
deedart.ir,289.9,13.2,67533,110000
Shabake_banovan,2522.6,97.8,75795,22000
donyaye.game,1950.4,76.7,74107,66000
Girl.taji7,1877.6,38.1,119916,55000
shiraz_intro,251.9,22.4,72453,49500
Elnazshakerdoostl_,2519.1,76.8,76325,33000
Idea.khaass,498.0,23.1,71374,33000
fateme_taghvae,465.0,9.6,82392,33000
Ashpazi.yasnaa,383.9,9.6,71772,27500
Perspolissfc6,614.6,16.0,70324,11000
tehran.resturants,1629.9,27.5,71101,209000
alborztoday,2104.4,75.1,81146,165000
Roozaye_shiik,2707.7,89.2,79486,33000
ordibeheshtia,1790.6,52.8,70607,110000
Sarbaze_sorkh24,730.7,17.3,72600,22000
pedare.puldar,472.4,4.5,69119,88000
tabriztoday.ir,7.5,3.7,70474,16500
khoda.nakoshatet,542.3,6.3,68394,30800
Ashpazi.arta,389.6,6.4,70192,30800
Matne_khas5,2349.1,16.2,81817,55000
panda.clip,3523.8,34.9,69459,55000
havadar._.abi,531.4,14.0,69985,16500
animals.mag,4008.7,71.6,96631,33000
shadowgame_fa,4066.4,114.8,70730,66000
Statuslorii,2081.3,30.1,122285,66000
Ahwaz_pol,1413.2,91.1,97404,11000
archnegar,312.4,1.8,67142,22000
Codoen,770.0,32.9,68400,66000
cafeehoonar,1290.3,51.7,81535,22000
hmn.iranmanesh_fan,1909.5,46.2,69230,29700
hashiyeh.ruz,1303.5,107.0,135749,55000
shabjome1,2379.8,29.2,66897,11000
iraneziba_,670.5,71.0,69128,4400
girl__perspoliisii,1432.2,26.9,71039,33000
farivarkharabati,19367.9,411.6,126659,528000
parmidaskitchen,721.9,57.8,67320,220000
Myasheghaneha_,6294.7,113.4,160784,121000
Bekhandkadeh,397.4,18.3,62821,61600
products.ir,134.7,1.5,2588,33000
istanbulbasudabe,2767.1,101.6,67042,88000
Marandcity25,1975.4,59.6,70210,60500
lovely_pregnancy_,342.4,12.9,66530,22000
funfootclip,9140.2,179.0,107109,33000
deel.kade,1565.3,11.3,68961,44000
mehdi_kavandi,59.1,5.9,274,77000
Footquot,1510.6,38.5,66542,66000
Tabe_asheghi,550.4,7.7,61973,30800
akhbar_fuori,180.9,9.1,73856,44000
Footbaleziba,935.0,24.9,65702,13200
teknike_fotbali,1970.2,12.8,122917,16500
zendegi.nabb,2212.4,39.2,74634,22000
Khanedari_khanomi,696.8,17.1,65744,44000
world_by_cams,396.6,4.7,58294,38500
Haajigame,3923.6,1483.7,98668,495000
about.coffee.mag,319.6,11.2,61249,385000
Makeup.beautyplus,1198.8,43.3,167344,16500
shadi_red666,417.3,5.2,64116,7700
lornfact,375.7,12.3,64367,55000
twbourse,1143.0,102.3,65253,220000
Vivateammelli,3126.7,58.7,63998,33000
artshav.official,67.0,3.9,550,330000
gamefa.official,931.1,53.1,85786,66000
asalfakherigouya,91.7,8.7,62431,220000
English_vocab_daily,145.4,22.9,66318,44000
Tabriz_nab,165.7,7.2,61380,27500
Manoto_text,3956.9,125.9,54369,18700
roya__ratin,662.8,79.0,61079,198000
successvoice_ir,389.9,10.6,56206,66000
Ashpazi.goolchin,226.9,4.3,60720,11000
shetabdahi,747.0,23.0,61372,143000
amolemrouz,445.0,100.3,63675,88000
1khati_,516.8,2.7,52606,44000
Shikpoosh_mod,79.0,0.6,59384,16500
as.parivash.t,-1.0,70.9,55540,110000
daheshastiaa,862.0,14.1,90829,33000
hi.Engineering,0.2,0.0,6,27500
Kafsh_kif_shik1,446.3,11.9,154374,165000
advexir,143.9,7.8,58668,55000
honarmandann_irani,279.6,6.7,57989,22000
turkey_mosic,9175.3,120.0,201311,11000
mix.mazzeh,215.9,13.7,58702,33000
Diana_roma.ir,5239.7,20.8,93332,77000
Photo_love_poetry,-1.0,8.3,46947,22000
idea_honarsaz,945.2,13.1,96769,71500
ramsarflowers,306.8,19.5,53656,44000
photo.geraf,797.2,30.5,54629,55000
applelearnings,3398.8,583.4,109064,429000
Manzel_e_man,408.4,11.6,56695,16500
Parisa6atishe,598.0,12.9,57068,38500
nokaterezhimi,-1.0,15.7,66154,110000
Honarkade_2020_,810.5,7.5,100705,27500
Por.az.idea,624.2,7.4,54655,16500
english.education.vocab,942.9,40.8,57311,27500
Shirazbiatoo,346.9,31.4,71073,16500
football_khuzestan,539.5,8.7,56200,55000
perfect_persian_style,239.7,3.5,55333,99000
shabake.clip,446.6,19.9,56754,99000
artparo,176.2,20.3,132,55000
Varzesh_va_raghs,837.4,42.7,55637,71500
Amozesh_cake2021,1249.8,21.6,56072,33000
Nikkarimi1350_,2473.1,56.8,58973,27500
farzanehkazemini,126.9,4.6,53764,1100000
pbmag.ir,1841.6,53.1,54015,330000
banoo_blog,2647.2,76.0,56961,33000
hamide_vz,199.7,31.9,45038,55000
kamiyonbazan,791.1,14.3,54561,55000
Germanycarsiran,13891.7,481.8,106634,143000
isfahan_university,2003.4,57.3,59132,165000
Deutschemovies,1464.8,30.9,70100,132000
Bano_muzic,3060.3,29.6,56047,110000
Zibatarinan,52.0,0.8,71504,11000
varzeshgram3,1469.2,14.1,53883,88000
Bestps4ir,1699.7,33.8,65033,110000
Dena_savaran_plus,1081.6,9.8,53357,11000
sobheabadeh,716.1,7.8,54076,33000
AharNews.ir,762.6,9.6,55341,165000
masumeh_babak__,8614.5,376.7,52763,55000
somy_oladi,4859.5,363.6,70855,165000
Akhbar_university,1699.8,51.1,62299,275000
arzha_net,914.7,14.5,50134,77000
memartori,461.1,6.0,92660,29700
postomosalamati,715.7,46.4,52536,440000
angizeh__zendegi_,3814.8,457.9,52099,126500
plusangizeshi,732.4,9.1,83162,55000
VOLVO_.TRUCKS,841.3,12.7,57485,82500
pardisgame.official,350.5,5.4,49012,33000
ghomayshinews,1563.7,35.1,75927,33000
funy.one,364.2,20.3,46455,209000
tedcenter,462.7,8.5,50332,53900
hajar_esteghlali,1969.8,59.4,51862,22000
civilistar,580.0,27.5,57239,22000
Boose_ta_eshgh,699.3,16.5,52298,55000
Shahla.gh75,186.6,2.8,51267,8800
shamim_asgh,66.0,19.8,51407,11000
clipshare1,161.7,4.3,49908,5500
civil_web,623.5,12.6,51365,22000
factmain,242.9,26.2,49221,5500
Melodisaremi,6937.5,135.7,49221,110000
Banooye.man_,792.1,70.2,52126,44000
Arose___tehran,29.3,0.6,50082,22000
razi_tabib,95.8,2.5,49816,17600
isuzu.bazan,1490.1,8.5,58719,22000
arak.tourist,2504.8,88.7,54294,44000
shahroodnegar,1837.8,127.0,60850,198000
Bazi_gram,4028.4,59.9,46031,33000
Lebas.majale,131.0,2.2,49966,44000
gishe.news,207.2,7.4,48713,110000
cinema_r,143.2,1.4,49175,22000
Mrstory.official,628.9,831.4,49588,44000
Anadiss.ir,980.2,208.2,59930,60500
Iranhitchhiking,2275.1,71.6,49128,110000
Masoudkermonii,2256.6,24.8,51559,88000
ashpazi.majlesii,2764.1,69.6,139321,11000
Idea_rangi_mangi,620.2,25.2,63539,33000
Sadaf_tajii,2186.2,39.9,63413,55000
Ayn_shin_ghaf,967.0,21.8,48084,110000
razee.del,1124.5,201.8,48568,55000
radiosorna,307.3,6.1,47283,66000
ravanshenasi_rawabett,141.7,1.7,47029,22000
honarkade_nasi,236.4,2.9,48260,22000
amin.carsell,5376.1,294.3,53476,110000
mindplus99,5194.7,132.2,75787,22000
e3teghlali4atisheh,856.7,10.0,52156,33000
mojeze_eshgh2,3201.5,35.4,74471,44000
mahsa.tajiiiii,764.6,13.1,46421,16500
nabzearamesh2,1839.5,22.3,49953,4400
automobile_fa,2355.3,76.4,64060,60500
sernaperspolisi66,395.3,20.6,45639,6600
Nikikarimi_lover,1970.5,44.6,49867,27500
esfahanlive,235.2,9.4,43487,53900
Baznashr_all,361.2,14.1,45432,55000
Sevomrahmat,3770.4,92.0,84362,165000
1dokht_bartar,62.7,0.2,37062,22000
koodak.mag,2306.3,24.1,44402,137500
artporf,8528.7,133.8,57800,42900
samyarsalimi94,3638.8,158.7,39324,22000
majid_garmabdary,11.3,0.0,40725,88000
irmosafer,268.0,4.1,39324,16500
ashpaziechef,100.6,1.6,41195,44000
Girl.blue9,430.5,20.5,59087,55000
baftaniiha,324.2,4.6,41875,27500
esteghlal_tweet,1550.7,184.8,138156,33000
Pars_guitarist,1350.9,38.2,61664,16500
roya.esteghlali44,1106.8,22.5,42349,9900
ahwaz_karoun,327.3,17.8,68985,16500
jiroft_estekhdam,293.9,1.4,50190,44000
Instamoon.online,164.8,10.8,38514,5500
fatemeh_sadat.y,1237.2,52.4,41062,22000
jokdarmani,307.7,2.6,39488,17600
concertcenter,524.2,33.4,40384,27500
fashionworld_loverss,304.2,12.0,43684,16500
bazare_mashinn,339.9,7.3,41184,33000
khandelak,8.5,0.4,39375,6600
nodid.architecture,207.9,0.8,37492,220000
Animal.sx,74.0,0.8,47144,16500
Erfan_sokhan,4355.3,70.9,59907,33000
khouz_khabar,1579.7,128.1,56552,55000
Alisam_________,1221.6,254.2,39737,165000
mahsa_sadat.x,1230.4,44.7,39353,22000
honarkadeh_sheida,885.0,82.2,39397,16500
abarman_manbartar,61.8,0.1,38211,16500
ekbatanonline,1708.8,69.2,42073,440000
amirkabir_uni,1126.6,25.2,39430,143000
taji_asu4,857.4,13.3,38413,16500
Shokufehazizi,1011.3,85.7,37803,1100000
baran.tajiiii,516.9,19.3,38108,27500
itnewz,410.8,12.0,37274,148500
shimaseyedkhani,14.5,29.9,37328,55000
Shilakhodadad1,4599.6,106.9,51957,22000
doniay.hivanat27,376.7,6.2,41162,16500
Khanedari_iroooni,1645.5,71.3,74150,16500
ordakestaan,3107.8,34.1,36597,77000
aroose_malakeh,49.0,1.1,36475,33000
art.zhest,2674.1,94.5,78418,27500
sharghdaily1,264.3,24.1,41554,1100000
lidomatv,885.7,36.7,39985,55000
saze_zendegi2020,304.5,6.5,35436,66000
ifootiworld,959.8,48.0,34715,27500
Honar.bon,76.3,24.0,10714,11000
momi_masumeh,1835.0,154.8,34882,44000
elmos_students,656.2,13.9,36093,110000
Sarhangestan11,7272.6,422.3,49265,85800
samte.haram3,334.2,6.7,34410,44000
startupdaily_,1045.9,15.9,35385,1018500
idea_khanomane,265.3,12.9,35165,22000
Urmia_university,1574.8,31.2,50445,33000
Luxury_cars_tabriz,1335.2,28.5,34566,66000
bandareziba,682.4,22.8,34615,3300
Red.armyasia,415.9,9.2,34189,27500
Mod_zibaro,2657.5,35.1,32711,220000
Persianleaguee,4013.1,95.3,80901,33000
shiraz_university_,890.8,32.2,36608,77000
narges.fitstyle,2018.8,77.8,53088,275000
shahrebam,623.0,9.8,36392,33000
text_ghalbi,23.3,0.4,33861,3300
nicdesign_official,36.9,1.2,33421,9900
zheste_akase,3632.9,64.9,65389,38500
mohammadrezaaliakbar,10119.9,255.1,82523,110000
Zibatarin_mod,32.8,1.1,33053,55000
mosbat_400,5857.0,150.9,65530,27500
mui_ac,1362.0,35.0,33858,132000
driftdrive,390.8,5.8,30792,30800
Khanedarie_basaliigheha,645.3,36.6,39862,33000
bahar.tajiiii4,664.1,17.8,32280,11000
mahsa.esteghlali4,1085.8,19.6,32249,16500
futball_mix,532.9,13.0,31334,22000
_energyy_mosbat,294.9,29.4,31959,49500
ashpazi_maryam2,401.3,20.2,30831,11000
nimamalek,724.9,39.5,30128,33000
Catal4n_ir,1963.8,43.1,43848,55000
wiki.food,92.3,4.0,31213,11000
Perspolis.football.club,521.5,13.8,30230,33000
funy_farsi,105.4,0.7,29585,25300
Wi0let,29796.9,844.4,90436,110000
Jmphotographi,287.7,5.2,28497,44000
alikheiri_official,629.3,23.9,21565,33000
Magicofmusique,8277.3,186.9,179319,198000
daheshastiaaa,220.6,7.2,1561,77000
Santa.maria.karimi,510.5,28.9,30568,66000
Khabarfitcom,849.5,30.6,34456,110000
dehbozorgialireza,1230.2,85.7,30176,28600
danestani_pezeshkiii,64.9,2.9,29871,44000
Perspolis_tofan_asia,1130.5,15.7,29341,11000
matnenglisi,203.4,1.4,28942,6600
Inafshin,3393.4,213.3,28253,55000
dashkhande,76.1,0.5,28243,16500
otaqroyai,1556.6,9.9,24418,55000
picamo_men,3291.9,19.6,28936,66000
TAKANESH_MOSBAT,614.4,8.3,27826,77000
artesh_4bi,1067.1,14.4,48580,33000
Ebarat.mosbat,3847.5,344.8,71973,31900
somayeh.sanay,6470.9,268.9,34068,16500
mohsenalizadeh_ir,1553.4,74.4,26173,110000
technologyjahan,92.8,0.6,27107,11000
iran.wrestling.camp,861.2,11.0,26778,132000
Poolsazi.ir,1190.4,117.9,43007,33000
asrejadid_video,298.6,10.0,26082,4400
Atoosa_poormokhtar,264.9,4.4,26876,33000
Safarbama,28.7,45.0,74999,275000
Tablighat_hamzaman,2594.0,90.3,36725,27500
Banoye.barfi,172.3,6.6,52987,16500
Cinema__dialog,1002.9,13.9,29149,18700
shootbalista.challenge,18449.0,264.0,26124,77000
soheil.taghavi,2195.9,222.8,32560,165000
Tanzoeshgh,708.6,32.7,30698,16500
isfahanlovee,668.4,9.2,24224,16500
isfahan_university_,1392.7,41.1,32189,132000
lottery_usa,1348.6,79.7,25709,330000
lezzate_asheghi,308.1,1.4,25620,27500
kamo.mode,0.5,0.3,24872,16500
zounkan.music,530.3,17.2,39844,22000
Akhbar_farhangii,710.7,63.6,27290,33000
Target.agency,701.4,6.5,25153,44000
luxurystore.company,96.9,9.5,23642,489500
mezon.nini3,83.4,2.0,25092,4400
iwsports,1106.7,21.0,46219,275000
bazigaran.zibaa,129.9,3.0,34989,8800
ali666ila,1117.5,174.1,25010,220000
Lindakiani3__,2157.0,37.3,40115,27500
pezeshkiteb,97.7,1.8,24191,16500
9part,150.9,1.6,23561,27500
Bavar._.mosbat,774.5,109.9,24231,22000
banayefakheriranian,206.4,5.9,22960,220000
Footballi1_com,718.9,19.7,45930,27500
IELTS.with.Vahid,226.5,17.0,22860,1100000
Sarein_cheshmalar,694.2,16.4,27876,33000
ehssanr,254.3,20.5,25477,55000
gaming__masteran,900.1,17.7,22659,55000
Idea.karrbordi,278.0,6.5,80081,16500
Film_serial_movie,400.9,2.4,22739,11000
sovran_80,693.3,17.7,23155,16500
matne_nik1,633.1,4.2,23791,3300
amozsh_golabtoon_dozi,856.3,23.3,23742,11000
petyab_rabinseh,702.8,0.8,25225,27500
karajdear,152.7,4.8,22856,27500
Masih.sajedi,4195.7,132.5,22432,770000
artavilim,1612.4,62.0,22451,27500
saadi_parsi,4375.3,27.6,71026,22000
sebghatazad.ir,748.9,29.7,22218,33000
sanaz_tajiiiii,764.2,13.1,22133,16500
Arak.university,750.0,5.2,22066,22000
honarmand_lezat,63.9,1.8,19460,13200
hakimanehh,1603.1,321.4,21693,66000
Jarahanebini,6.9,21.5,21756,7700
iut_student,1219.2,26.2,29084,132000
pichakjewelry,228.7,13.7,20136,71500
Labbaik_ya_mahdiii,1276.1,16.8,24859,16500
arakihai,1164.1,113.0,29850,16500
creative_iideeas,151.2,3.6,21141,27500
sahar_amooreza,148.8,3.0,20975,55000
cookingvideo,97.1,0.9,21059,22000
shoushtarihaa,1430.2,59.8,35074,33000
netnews_iran1,413.9,14.5,25677,55000
Ashpaz_khaanoom,1702.3,30.5,107647,13200
Roganet1,88.6,23.1,20565,22000
_al_ahwaz,2.5,0.1,116,33000
Piranshahr_tarhim,819.5,24.1,54014,14300
adak_fut,733.0,25.5,46231,22000
hesekholase,18.3,5.3,20557,110000
Zooklip,5.7,0.4,11740,16500
m.e.dehdashti,138.4,7.7,20308,88000
ciliip_land,329.8,8.2,19779,38500
Yahya.tanha,776.1,10.7,19448,77000
Mylife_mycar,7728.8,51.0,29328,16500
do2ping,54.8,0.6,18338,44000
Clubs.fact,151.4,3.1,19638,16500
trollfootballirani,6930.3,270.8,35122,935000
modajob_ir,402.8,9.5,19851,49500
langarudiha20,294.3,8.9,21288,49500
asheghaneh_bato_,1680.7,23.3,29011,22000
Ashpaziibadelojan,592.7,8.3,15857,16500
langarud_official,477.0,17.3,29325,49500
sb_university,1101.8,28.5,22160,99000
burdastyle_iran,156.0,4.2,18322,38500
iamserrna,2657.3,42.4,19430,44000
allame_students,841.5,19.5,20337,99000
mahsapersepolisi,777.6,9.6,23022,33000
khu_students,625.1,12.9,20460,99000
Aksgrafy,1881.3,22.0,16494,33000
tmu_ac,589.7,14.4,19521,99000
pato1.ir,522.1,38.5,24565,165000
maraghehTime.s,457.7,9.9,18055,11000
gifterland.ir,48.9,2.5,16448,30800
Sharif_dorehami,661.3,16.2,19843,99000
kntu_stu,644.9,13.5,19998,99000
catfilma,1113.3,21.9,19774,33000
Usc_students,457.1,6.1,18292,99000
ariyansafirsalamat,462.0,9.8,21661,11000
khaterate.ghadimi,577.1,6.6,16232,16500
zehnemosbat1401,166.5,15.9,17351,22000
MO_27_REZA,589.0,45.2,19802,108900
kazeroonhome,421.9,15.4,16196,88000
malichii_com,147.3,10.5,15980,264000
iranian.champions,460.0,13.2,16151,27500
arooso_arayesh,780.7,29.8,16791,22000
mehdirafiee8,1120.7,15.3,16141,33000
ideas_jingoli,144.7,1.0,17146,16500
Tv.dap,777.2,134.1,19071,27500
factt_tv,1210.2,37.4,34079,16500
ashpaz_khanoomi,0.9,0.1,50,11000
Varzeshbank,4335.3,124.9,16666,110000
Nesli_ir,591.5,21.1,13378,22000
Ardabil_rasa,247.1,8.2,17636,33000
akhbar_pnu,18.9,19.3,15435,110000
Kafe_mashverat,329.5,93.1,15334,38500
Samiin.gallery,1061.0,84.8,15781,165000
mahdidub_1z,2382.6,35.4,28809,770000
Its_my_dailylife,2641.5,178.4,14442,110000
yazdcenter,237.3,6.4,14662,33000
_tajrobezendegi_,254.2,11.8,14736,5500
urbanism_architect_civil,11.8,0.2,14294,55000
Znu_bax,410.1,33.1,16628,16500
aramesh.tv,247.2,2.5,13320,5500
estekhdambnd,214.0,2.2,15928,5500
Mrfootbally,1835.6,39.9,14709,11000
tour_khodemooni,447.5,22.8,15819,550000
sahar1art,294.0,36.3,14391,5500
Haniyehrostamiyan,1340.2,67.9,14786,550000
Nafasperspolisii,309.0,9.7,13949,5500
bahar_tawji,2207.1,81.0,18946,16500
shirazbio,167.2,2.6,13679,22000
urmiauni_ac,374.4,7.1,15152,88000
postmosalamati,19.4,10.3,13789,220000
ir_zhest,247.4,2.3,12462,22000
Khoycity_ir,1302.7,16.2,14129,44000
gallerynoora11,217.4,13.9,15320,110000
Perspolisi_fanpage6,13.4,5.7,14468,7700
tabrizuni_students,577.7,8.1,17636,88000
fcaluminium,1468.1,135.4,15423,49500
buffalo_restaurant_,105.1,3.0,13481,27500
ferdowsi_uni,492.9,7.7,17748,88000
yassplast,115.7,37.1,11744,33000
beautybnd,810.0,12.3,13516,1650
Chia_khan_bayzidi,2326.1,28.2,25170,165000
amirkabir_students,901.5,13.7,18485,88000
shokooh.faridfar,482.7,78.2,13142,77000
Farhad777majide,868.5,17.8,11905,33000
chamran_student,393.1,5.4,14995,88000
hadimohsentabar,442.9,37.8,12941,305800
shomalkoja,1016.1,85.3,19655,22000
honare.khat.ir,173.5,2.2,12711,16500
ut_daneshjoo,464.0,11.8,16871,88000
Hadiadine.v,285.5,0.0,10908,22000
Arash_bargozideh,236.0,1.1,12980,660000
Poolsazii.ir__,386.1,100.8,13406,16500
Yazdani_farrii,2238.3,204.7,12581,367400
Motekhases_zanan,0.9,0.2,1908,33000
Aroose_gisoo,2753.6,106.5,26542,22000
behzadoveisi,1006.6,52.4,13718,55000
